National Database Number,Common Name,Species,State,Observation Date,Length,Latitude,Longitude,
NE-2012-1146208,"Whale, fin",physalus,NY,2012-12-26,1830,40.559794,-73.928394,
NE-2012-1146651,"Whale, fin",physalus,MA,2012-10-07,1386,42.331632,-70.966059,
NE-2012-1146700,"Whale, fin",physalus,MA,2012-06-03,0,41.3226,-70.7597,
NE-2012-1146745,"Whale, humpback",novaeangliae,MA,2012-08-10,914,41.3497,-70.6,
NE-2012-1156587,"Whale, minke",acutorostrata,MA,2012-04-13,457,42.0518,-70.0283,
NE-2012-1156672,"Whale, minke",acutorostrata,MA,2012-08-05,435,41.66434,-69.99227,
NE-2013-1147253,"Whale, blue",musculus,NJ,2013-01-14,0,40.3334,-73.8188,
NE-2013-1147366,"Whale, humpback",novaeangliae,VA,2013-01-25,0,36.646,-75.386,
NE-2013-1147909,"Whale, humpback",novaeangliae,VA,2013-04-03,942,36.92381,-75.795833,
NE-2013-1148153,"Whale, fin",physalus,NY,2013-01-13,1760,40.99679,-72.039341,
NE-2013-1148155,"Whale, humpback",novaeangliae,NY,2013-04-17,1480,40.821003,-72.548847,
NE-2013-1148251,"Whale, minke",acutorostrata,ME,2013-05-07,590,44.250833,-68.202222,
NE-2013-1148607,"Whale, humpback",novaeangliae,VA,2013-04-10,0,36.97519,-75.09959,
NE-2013-1150213,"Whale, minke",acutorostrata,ME,2013-07-09,200,43.105714,-70.647815,
NE-2013-1150664,"Whale, minke",acutorostrata,ME,2013-06-30,303,43.572427,-70.202108,
NE-2013-1150996,"Whale, humpback",novaeangliae,MA,2013-06-06,1000,40.701,-70.042,
NE-2013-1151009,"Whale, humpback",novaeangliae,MA,2013-06-06,1000,40.701,-70.042,
NE-2013-1151020,"Whale, minke",acutorostrata,ME,2013-06-10,0,44.1816,-68.1083,
NE-2013-1151067,"Whale, humpback",novaeangliae,ME,2013-08-04,1341,44.554282,-67.503385,
NE-2013-1151330,"Whale, humpback",novaeangliae,VA,2013-09-13,1055,37.202778,-76.381389,
NE-2013-1151349,"Whale, fin",physalus,MA,2013-09-06,1219,41.2422,-70.8696,
NE-2013-1151835,"Whale, humpback",novaeangliae,NY,2013-09-28,1040,40.6271,-73.3595,
NE-2013-1152676,"Whale, minke",acutorostrata,ME,2013-07-27,180,43.81966,-69.35083,
NE-2013-1154657,"Whale, minke",acutorostrata,NY,2013-08-08,457,40.6893,-72.9873,
NE-2013-1154950,"Whale, humpback",novaeangliae,MA,2013-10-01,849,41.5213,-70.8075,
NE-2013-1154973,"Whale, humpback",novaeangliae,NJ,2013-11-14,300,40.14125,-73.9995,
NE-2013-1154999,"Whale, fin",physalus,MA,2013-12-20,914,41.327,-70.088,
NE-2014-1155711,"Whale, fin",physalus,VA,2014-02-19,1320,37.893667,-75.89215,
NE-2014-1156854,"Whale, fin",physalus,NJ,2014-04-14,687,40.758333,-74.141667,
NE-2014-1157034,"Whale, sei",borealis,NY,2014-05-04,1388,40.7733,-73.9995,
NE-2014-1157068,"Whale, minke",acutorostrata,NJ,2014-05-01,233,39.356309,-74.424532,
NE-2014-1157147,"Whale, sei",borealis,PA,2014-05-09,300,39.86681,-75.225557,
NE-2014-1158000,"Whale, minke",acutorostrata,MA,2014-06-09,790,42.0983,-70.1225,
NE-2014-1158001,"Whale, fin",physalus,MA,2014-06-15,1371,41.4824,-70.8195,
NE-2014-1158636,"Whale, minke",acutorostrata,ME,2014-07-17,524,44.498009,-67.719594,
NE-2014-1158860,"Whale, right, North Atlantic",glacialis,MA,2014-07-12,1130,41.0241,-70.2906,
NE-2014-1158868,"Whale, minke",acutorostrata,MA,2014-08-09,505,41.7186,-70.3265,
NE-2014-1159868,"Whale, humpback",novaeangliae,NJ,2014-09-03,300,39.683967,-74.140017,
NE-2014-1159931,"Whale, sei",borealis,VA,2014-08-14,1397,36.931667,-76.378333,
NE-2014-1160090,"Whale, fin",physalus,NY,2014-10-09,1847,40.7369,-72.8501,
NE-2014-1168852,"Whale, minke",acutorostrata,NJ,2014-10-31,173,39.21638,-75.050833,
NE-2014-1169785,"Whale, humpback",novaeangliae,NJ,2014-05-03,0,39.146167,-72.9052,
NE-2014-1169835,"Whale, minke",acutorostrata,ME,2014-09-23,518,44.78716,-67.002069,
NE-2014-1170403,"Whale, humpback",novaeangliae,ME,2014-12-25,1048,44.255556,-68.212444,
NE-2014-1170439,"Whale, minke",acutorostrata,VA,2014-12-24,430,36.80404,-75.96314,
NE-2014-1170782,"Whale, minke",acutorostrata,MA,2014-08-17,755,42.0391,-70.10239,
NE-2014-1170792,"Whale, right, North Atlantic",glacialis,MA,2014-08-20,0,41.471,-71.2971,
NE-2014-1170807,"Whale, right, North Atlantic",glacialis,MA,2014-09-27,1000,40.7321,-70.3631,
NE-2014-1170833,"Whale, humpback",novaeangliae,MA,2014-11-25,910,41.2437,-70.122,
NE-2014-1170846,"Whale, minke",acutorostrata,MA,2014-12-25,510,42.0618,-70.1532,
NE-2014-1174225,"Whale, humpback",novaeangliae,EZ,2014-01-10,1000,42.549,-69.516,
NE-2014-1174226,"Whale, fin",physalus,EZ,2014-01-17,1000,4243.9,6934.8,
NE-2014-1180766,"Whale, right, North Atlantic",glacialis,RI,2014-08-20,0,41.471178,-71.296903,
NE-2014-1187143,"Whale, fin",physalus,MA,2014-06-15,1524,41.17,-71.05,
NE-2014-1187146,"Whale, right, North Atlantic",glacialis,MA,2014-07-12,0,41.1,-70.17,
NE-2014-1199924,"Whale, fin",physalus,NJ,2014-10-05,1828,40.097833,-73.244333,
NE-2015-1172531,"Whale, humpback",novaeangliae,VA,2015-05-01,900,37.39999,-75.69868,
NE-2015-1173622,"Whale, minke",acutorostrata,NJ,2015-06-21,200,39.09148,-74.899436,
NE-2015-1174164,"Whale, humpback",novaeangliae,NY,2015-04-14,1010,40.7846,-72.6775,
NE-2015-1174180,"Whale, humpback",novaeangliae,NY,2015-04-20,874,40.7264,-72.8833,
NE-2015-1174206,"Whale, minke",acutorostrata,NY,2015-07-09,372,40.6227,-73.2599,
NE-2015-1174214,"Whale, minke",acutorostrata,NY,2015-06-06,762,40.573,-73.9693,
NE-2015-1174232,"Whale, humpback",novaeangliae,NY,2015-06-29,913,40.6842,-73.0014,
NE-2015-1175145,"Whale, sei",borealis,ME,2015-06-09,1237,44.475133,-67.597717,
NE-2015-1175157,"Whale, humpback",novaeangliae,ME,2015-06-11,1078,44.33616,-68.17488,
NE-2015-1175835,"Whale, minke",acutorostrata,VA,2015-06-05,475,37.31507,-76.27978,
NE-2015-1176119,"Whale, minke",acutorostrata,ME,2015-08-20,696,44.455786,-67.568658,
NE-2015-1176388,"Whale, minke",acutorostrata,MA,2015-05-05,779,41.7639,-70.1095,
NE-2015-1176658,"Whale, humpback",novaeangliae,VA,2015-05-29,1219,37.05982,-74.92187,
NE-2015-1176662,"Whale, fin",physalus,NJ,2015-06-11,1524,40.06667,-73.3875,
NE-2015-1180435,"Whale, humpback",novaeangliae,NY,2015-10-06,802,41.0403,-71.9045,
NE-2015-1180442,"Whale, humpback",novaeangliae,NY,2015-10-17,863,40.9002,-73.4335,
NE-2015-1180719,"Whale, minke",acutorostrata,MA,2015-10-31,573,41.73,-70.2341,
NE-2015-1180801,"Whale, minke",acutorostrata,NJ,2015-09-28,189,40.189943,-74.008712,
NE-2015-1190736,"Whale, minke",acutorostrata,RI,2015-10-02,498,41.224715,-71.567158,
NE-2015-1195605,"Whale, minke",acutorostrata,ME,2015-06-06,900,43.02759,-70.616068,
NE-2015-1195607,"Whale, minke",acutorostrata,ME,2015-07-10,670,42.987674,-70.609357,
NE-2015-1195608,"Whale, minke",acutorostrata,ME,2015-09-06,800,43.867381,-69.268283,
NE-2015-1202022,"Whale, humpback",novaeangliae,MA,2015-03-20,900,41.98333,-67.27333,
NE-2015-1202026,"Whale, humpback",novaeangliae,VA,2015-05-29,1200,37.05981,-74.921867,
NW-2005-1042285,"Whale, gray",robustus,OR,2005-02-21,276,44.713899,-124.060093,
NW-2005-1044835,"Whale, gray",robustus,WA,2005-04-18,756,48,122,
NW-2005-1044837,"Whale, gray",robustus,WA,2005-04-26,882,,,
NW-2005-1044839,"Whale, gray",robustus,WA,2005-05-03,890,,,
NW-2005-1044841,"Whale, gray",robustus,WA,2005-05-09,852,47.516667,-124.35,
NW-2005-1044849,"Whale, gray",robustus,WA,2005-05-14,1230,47.283333,-124.233333,
NW-2005-1044851,"Whale, gray",robustus,WA,2005-05-22,888,46,124,
NW-2005-1044853,"Whale, gray",robustus,WA,2005-05-23,930,47,124,
NW-2005-1044867,"Whale, gray",robustus,WA,2005-05-23,844,47.773611,-124.452778,
NW-2005-1046295,"Whale, gray",robustus,OR,2005-07-06,0,43.453923,-124.277527,
NW-2005-1047165,"Whale, gray",robustus,WA,2005-07-25,660,,,
NW-2005-1051727,"Whale, gray",robustus,OR,2005-04-02,312,45.281723,-123.956927,
NW-2005-1052561,"Whale, gray",robustus,WA,2005-05-27,874,,,
NW-2005-1052989,"Whale, sperm",macrocephalus,OR,2005-02-07,402,45.83185,-123.96188,
NW-2005-1053295,"Whale, gray",robustus,OR,2005-12-09,15240,44.7667,-124.1783,
NW-2005-1054517,"Whale, gray",robustus,WA,2005-12-08,707,,,
NW-2005-1056427,"Whale, humpback",novaeangliae,OR,2005-08-29,900,42.5226,-124.4067,
NW-2005-1058553,"Whale, gray",robustus,OR,2005-09-14,0,43.394275,-124.277404,
NW-2006-1055761,"Whale, gray",robustus,WA,2006-01-23,441,47,124,
NW-2006-1056453,"Whale, gray",robustus,OR,2006-02-10,192,42.0609,-124.3032,
NW-2006-1057849,"Whale, gray",robustus,OR,2006-04-23,300,45.3368,-124.0054,
NW-2006-1057907,"Whale, gray",robustus,OR,2006-05-14,584,43.5742,-124.228,
NW-2006-1058061,"Whale, humpback",novaeangliae,OR,2006-05-20,864,43.2641,-124.4082,
NW-2006-1058065,"Whale, gray",robustus,OR,2006-05-24,1282,44.7389,-124.0588,
NW-2006-1058413,"Whale, fin",physalus,WA,2006-05-14,1690,48.45,0,
NW-2006-1060489,"Whale, gray",robustus,WA,2006-07-18,918,48,124,
NW-2006-1060677,"Whale, gray",robustus,WA,2006-07-21,904,47,122,
NW-2006-1063271,"Whale, humpback",novaeangliae,WA,2006-10-04,1530,46.4551,-124.0605,
NW-2006-1063273,"Whale, fin",physalus,WA,2006-11-08,1643,47.9849,-122.2199,
NW-2006-1063307,"Whale, gray",robustus,WA,2006-05-27,833,47.0756,-124.1783,
NW-2006-1063309,"Whale, gray",robustus,WA,2006-06-06,878,47.2753,-124.2346,
NW-2006-1063313,"Whale, gray",robustus,WA,2006-06-26,895,48.5648,-122.4538,
NW-2006-1063327,"Whale, gray",robustus,WA,2006-05-23,868,46.5029,-124.0599,
NW-2006-1063369,"Whale, minke",acutorostrata,WA,2006-08-23,692,47.1546,-123.0405,
NW-2006-1064217,"Whale, gray",robustus,WA,2006-12-31,1240,47.7393,-122.7728,
NW-2006-1065089,"Whale, gray",robustus,OR,2006-05-18,0,46.1934,-123.8081,
NW-2006-1172989,"Whale, gray",robustus,WA,2006-06-06,0,47.35,-124.3,
NW-2006-1199477,"Whale, fin",physalus,WA,2006-05-14,748,48.7608,-122.67,
NW-2007-1065693,"Whale, sperm",macrocephalus,OR,2007-02-21,613,43.8527,-124.1608,
NW-2007-1067309,"Whale, gray",robustus,WA,2007-04-29,870,47.1701,-122.8125,
NW-2007-1067315,"Whale, killer",orca,WA,2007-05-22,0,46.848,-124.111,
NW-2007-1069335,"Whale, gray",robustus,OR,2007-04-20,480,44.6405,-124.1541,
NW-2007-1069381,"Whale, gray",robustus,OR,2007-05-26,1263,44.51065,-124.08112,
NW-2007-1070381,"Whale, gray",robustus,WA,2007-06-19,0,46.869,-124.121,
NW-2007-1070385,"Whale, gray",robustus,WA,2007-06-25,894,47.144,-124.1894,
NW-2007-1070393,"Whale, gray",robustus,WA,2007-06-01,858,47.5797,-124.3653,
NW-2007-1071491,"Whale, humpback",novaeangliae,OR,2007-09-04,1097,43.339762,-124.371953,
NW-2007-1071525,"Whale, gray",robustus,OR,2007-08-26,300,42.048159,-124.295355,
NW-2007-1071585,"Whale, humpback",novaeangliae,OR,2007-08-16,1000,44.809237,-124.093273,
NW-2007-1074725,"Whale, sperm",macrocephalus,OR,2007-12-31,441,45.92271,-123.97789,
NW-2007-1146825,"Whale, gray",robustus,OR,2007-01-14,0,44.422661,-124.136438,
NW-2008-1074729,"Whale, sperm",macrocephalus,OR,2008-02-11,360,45.103333,-124.135,
NW-2008-1077853,"Whale, gray",robustus,OR,2008-01-22,479,45.98714,-123.93636,
NW-2008-1078001,"Whale, sperm",macrocephalus,WA,2008-03-14,1131,46.735,-124.0729,
NW-2008-1078007,"Whale, gray",robustus,WA,2008-04-26,901,47.6992,-124.4136,
NW-2008-1078015,"Whale, gray",robustus,WA,2008-05-03,796,47.1164,-124.1846,
NW-2008-1080561,"Whale, killer",orca,WA,2008-07-26,152,48.596,-123.184,
NW-2008-1081197,"Whale, humpback",novaeangliae,WA,2008-06-10,1005,48.1706,-124.7356,
NW-2008-1081203,"Whale, humpback",novaeangliae,WA,2008-07-05,30,48.305656,-124.428894,
NW-2008-1081271,"Whale, humpback",novaeangliae,WA,2008-08-14,1070,48.1766,-124.7202,
NW-2008-1081497,"Whale, humpback",novaeangliae,WA,2008-08-21,0,48.370614,-124.598191,
NW-2008-1084611,"Whale, gray",robustus,OR,2008-12-04,747,42.579206,-124.393943,
NW-2009-1088259,"Whale, fin",physalus,OR,2009-03-06,1678,44.051667,-124.135,
NW-2009-1090881,"Whale, gray",robustus,WA,2009-04-04,915,46.27662,-124.04382,
NW-2009-1090891,"Whale, gray",robustus,OR,2009-04-09,1311,44.15176,-124.12066,
NW-2009-1098651,"Whale, gray",robustus,WA,2009-04-02,882,48.346242,-124.696342,
NW-2009-1098669,"Whale, gray",robustus,WA,2009-06-24,240,48.3801,-124.609178,
NW-2009-1101865,"Whale, gray",robustus,WA,2009-04-27,1275,48.28059,-122.5587,
NW-2009-1104433,"Whale, fin",physalus,WA,2009-08-07,1423,47.2046,-122.642,
NW-2009-1105121,"Whale, gray",robustus,OR,2009-06-26,1219,43.434317,-124.28785,
NW-2009-1105441,"Whale, gray",robustus,WA,2009-06-24,884,46.29595,-124.07573,
NW-2009-1106091,"Whale, gray",robustus,OR,2009-12-02,762,45.248548,-123.968537,
NW-2009-1151143,"Whale, gray",robustus,WA,2009-06-24,1311,47.1131,-124.185,
NW-2009-1151263,"Whale, gray",robustus,WA,2009-04-27,826,48.8561,-122.7301,
NW-2010-1104745,"Whale, gray",robustus,WA,2010-01-07,768,48.205,-122.41,
NW-2010-1109570,"Whale, gray",robustus,WA,2010-04-11,1224,48.249,-122.376,
NW-2010-1120632,"Whale, gray",robustus,WA,2010-05-21,880,46.989,-124.1728,
NW-2010-1120640,"Whale, Bryde's",edeni,WA,2010-01-16,1185,47.3072,-122.7911,
NW-2010-1120643,"Whale, gray",robustus,WA,2010-02-04,430,47.4604,-124.3408,
NW-2010-1120644,"Whale, fin",physalus,WA,2010-02-09,0,47.3048,-124.2633,
NW-2010-1120650,"Whale, gray",robustus,WA,2010-04-14,1132,47.522805,-122.39428,
NW-2010-1120653,"Whale, gray",robustus,WA,2010-04-04,796,47.2594,-123.0101,
NW-2010-1121607,"Whale, humpback",novaeangliae,OR,2010-04-14,0,43.359435,-124.855728,
NW-2010-1121608,"Whale, gray",robustus,OR,2010-04-16,772,46.13014,-123.95542,
NW-2010-1121656,"Whale, gray",robustus,OR,2010-05-07,600,44.77705,-124.162667,
NW-2010-1121659,"Whale, minke",acutorostrata,OR,2010-05-11,386,46.23003,-124.01902,
NW-2010-1121669,"Whale, gray",robustus,OR,2010-05-22,1230,44.385134,-124.090103,
NW-2010-1121702,"Whale, sperm",macrocephalus,OR,2010-01-02,465,45.86967,-123.96225,
NW-2010-1122656,"Whale, killer",orca,WA,2010-09-10,0,48.3717,-122.99005,
NW-2010-1126529,"Whale, killer",orca,WA,2010-06-17,610,48.2025,-124.6948,
NW-2010-1128089,"Whale, gray",robustus,WA,2010-07-08,2280,47.959683,-122.257803,
NW-2010-1129882,"Whale, humpback",novaeangliae,OR,2010-11-22,456,43.42545,-124.29285,
NW-2010-1129910,"Whale, humpback",novaeangliae,OR,2010-12-29,0,46.17558,-123.97913,
NW-2010-1129935,"Whale, humpback",novaeangliae,OR,2010-09-19,1055,44.538336,-124.075563,
NW-2010-1129988,"Whale, humpback",novaeangliae,OR,2010-08-16,1250,44.523094,-124.364662,
NW-2010-1130043,"Whale, humpback",novaeangliae,OR,2010-11-18,325,44.35072,-124.096184,
NW-2010-1130219,"Whale, Bryde's",edeni,WA,2010-12-04,1050,47.2241,-122.9375,
NW-2011-1130297,"Whale, gray",robustus,WA,2011-04-10,1268,48.0417,-122.59506,
NW-2011-1131024,"Whale, gray",robustus,WA,2011-04-19,1190,47.1789,-124.1987,
NW-2011-1131026,"Whale, gray",robustus,WA,2011-04-27,1210,47.0167,-124.175,
NW-2011-1135017,"Whale, gray",robustus,OR,2011-06-06,862,42.67008,-124.43421,
NW-2011-1135071,"Whale, killer",orca,OR,2011-02-23,511,44.159299,-124.118686,
NW-2011-1139620,"Whale, killer",orca,WA,2011-11-14,241,46.3324,-124.0671,
NW-2011-1139638,"Whale, gray",robustus,OR,2011-12-25,1212,43.1041,-124.43503,
NW-2011-1142298,"Whale, gray",robustus,WA,2011-07-27,1000,47.6094,-122.6923,
NW-2012-1139605,"Whale, killer",orca,WA,2012-02-11,375,46.40939,-124.06134,
NW-2012-1139652,"Whale, sperm",macrocephalus,WA,2012-01-21,1160,46.44696,-124.05956,
NW-2012-1139653,"Whale, gray",robustus,WA,2012-01-22,411,46.54064,-124.06097,
NW-2012-1142550,"Whale, gray",robustus,WA,2012-04-22,1125,48.28502,-122.56348,
NW-2012-1145795,"Whale, gray",robustus,WA,2012-03-09,1287,46.3501,-124.06504,
NW-2012-1145964,"Whale, humpback",novaeangliae,OR,2012-11-10,855,44.11,-124.138333,
NW-2012-1151358,"Whale, sperm",macrocephalus,WA,2012-12-10,860,48.1636,-124.733,
NW-2013-1148514,"Whale, gray",robustus,OR,2013-05-10,0,45.269187,-123.965537,
NW-2013-1148522,"Whale, gray",robustus,OR,2013-05-24,568,44.402695,-124.086887,
NW-2013-1149258,"Whale, sperm",macrocephalus,OR,2013-06-24,480,42.050583,-124.295692,
NW-2013-1149261,"Whale, gray",robustus,OR,2013-06-27,420,42.914383,-124.501816,
NW-2013-1151139,"Whale, gray",robustus,WA,2013-07-29,1190,46.81,-124.1037,
NW-2013-1151210,"Whale, gray",robustus,WA,2013-02-23,1348,47.678,-124.405,
NW-2013-1151211,"Whale, fin",physalus,WA,2013-04-13,2000,47.481,-122.3621,
NW-2013-1151217,"Whale, humpback",novaeangliae,WA,2013-05-26,793,47.8748,-124.5797,
NW-2013-1151218,"Whale, fin",physalus,WA,2013-06-12,2070,47.0998,-124.182,
NW-2013-1151365,"Whale, gray",robustus,WA,2013-04-14,845,48.278,-124.6808,
NW-2013-1151662,"Whale, killer",orca,WA,2013-01-07,240,48.18102,-123.11567,
NW-2013-1152469,"Whale, gray",robustus,WA,2013-01-19,884,47.567,-122.6,
NW-2013-1153326,"Whale, humpback",novaeangliae,WA,2013-11-02,817,46.6782,-123.9162,
NW-2013-1155071,"Whale, gray",robustus,OR,2013-05-06,0,42.227993,-124.410986,
NW-2014-1155881,"Whale, sperm",macrocephalus,OR,2014-03-12,0,44.105145,-124.122813,
NW-2014-1156764,"Whale, gray",robustus,WA,2014-03-15,736,46.4395,-124.0596,
NW-2014-1157298,"Whale, gray",robustus,OR,2014-04-03,982,42.97609,-124.469405,
NW-2014-1157829,"Whale, humpback",novaeangliae,WA,2014-05-26,868,46.7849,-124.1036,
NW-2014-1157839,"Whale, gray",robustus,WA,2014-05-08,1300,47.3845,-124.3289,
NW-2014-1158418,"Whale, gray",robustus,OR,2014-04-13,1265,45.98801,-123.93462,
NW-2014-1158471,"Whale, humpback",novaeangliae,OR,2014-07-17,650,43.348694,-124.346111,
NW-2014-1159002,"Whale, gray",robustus,WA,2014-06-21,0,48.0671,-124.6944,
NW-2014-1159464,"Whale, humpback",novaeangliae,WA,2014-08-16,942,46.7746,-124.1075,
NW-2014-1159465,"Whale, gray",robustus,WA,2014-08-19,795,47.0782,-124.1791,
NW-2014-1159483,"Whale, humpback",novaeangliae,WA,2014-06-25,785,46.8157,-124.103,
NW-2014-1159811,"Whale, gray",robustus,OR,2014-05-27,0,42.523135,-124.410946,
NW-2014-1159812,"Whale, gray",robustus,OR,2014-05-28,0,44.762405,-124.072725,
NW-2014-1169747,"Whale, gray",robustus,OR,2014-10-10,790,42.457889,-124.424242,
NW-2014-1169766,"Whale, gray",robustus,OR,2014-10-29,840,42.74147,-124.48936,
NW-2014-1169952,"Whale, minke",acutorostrata,WA,2014-09-28,779,48.3044,-124.2809,
NW-2014-1170521,"Whale, gray",robustus,WA,2014-10-10,792,46.7908,-124.1029,
NW-2014-1170641,"Whale, gray",robustus,OR,2014-12-25,730,43.673964,-124.206025,
NW-2015-1172038,"Whale, humpback",novaeangliae,WA,2015-04-11,784,46.8689,-124.1207,
NW-2015-1172837,"Whale, gray",robustus,OR,2015-05-11,777,44.550065,-124.073532,
NW-2015-1174644,"Whale, gray",robustus,OR,2015-05-21,0,42.036,-124.275,
NW-2015-1175729,"Whale, killer",orca,WA,2015-08-01,700,48.481511,-123.071839,
NW-2015-1177255,"Whale, gray",robustus,WA,2015-09-25,695,46.7075,-124.0147,
NW-2015-1177265,"Whale, humpback",novaeangliae,WA,2015-08-02,1395,46.9102,-124.0264,
NW-2015-1179408,"Whale, blue",musculus,OR,2015-11-01,2127,42.544751,-124.398223,
NW-2015-1179442,"Whale, humpback",novaeangliae,OR,2015-10-11,1044,44.354527,-124.095975,
NW-2015-1179495,"Whale, gray",robustus,WA,2015-01-21,924,47.6028,-122.3396,
NW-2015-1181063,"Whale, humpback",novaeangliae,WA,2015-12-20,705,47.334,-122.5676,
NW-2015-1181455,"Whale, gray",robustus,WA,2015-05-28,0,48.4019,-124.7321,
PI-2005-1052879,"Whale, sperm",macrocephalus,HI,2005-05-17,0,-14.155,-170.081,
PI-2005-1052889,"Whale, humpback",novaeangliae,HI,2005-03-03,0,20.5148,-156.4134,
PI-2005-1052891,"Whale, humpback",novaeangliae,HI,2005-03-01,0,20.5237,-156.4057,
PI-2005-1052893,"Whale, humpback",novaeangliae,HI,2005-02-28,0,20.5148,-156.4134,
PI-2005-1052895,"Whale, humpback",novaeangliae,HI,2005-02-28,0,20.5237,-156.4057,
PI-2005-1052897,"Whale, humpback",novaeangliae,HI,2005-02-25,0,21.2898,-157.86,
PI-2005-1052899,"Whale, humpback",novaeangliae,HI,2005-02-23,0,20.4818,-156.2004,
PI-2005-1052901,"Whale, humpback",novaeangliae,HI,2005-02-21,0,21.3526,-157.969,
PI-2005-1052903,"Whale, humpback",novaeangliae,HI,2005-02-12,0,21.2962,-158.106,
PI-2005-1052905,"Whale, humpback",novaeangliae,HI,2005-02-11,0,20.5237,-156.4057,
PI-2005-1052907,"Whale, humpback",novaeangliae,HI,2005-02-08,330,21.443841,-158.189656,
PI-2005-1052909,"Whale, humpback",novaeangliae,HI,2005-02-06,0,20.4818,-156.2004,
PI-2005-1052911,"Whale, humpback",novaeangliae,HI,2005-02-05,0,19.5931,-155.4933,
PI-2005-1052915,"Whale, humpback",novaeangliae,HI,2005-01-25,490,21.3112,-157.66,
PI-2005-1069179,"Whale, Bryde's",edeni,FM,2005-02-14,0,15.0111,145.3924,
PI-2006-1057375,"Whale, humpback",novaeangliae,HI,2006-01-04,0,20.5008,-156.5008,
PI-2006-1057377,"Whale, humpback",novaeangliae,HI,2006-01-07,0,22.0435,-159.822,
PI-2006-1057379,"Whale, humpback",novaeangliae,HI,2006-02-06,0,21,157,
PI-2006-1057383,"Whale, humpback",novaeangliae,HI,2006-02-13,0,20.792222,-156.501667,
PI-2006-1057385,"Whale, humpback",novaeangliae,HI,2006-01-22,366,20.564444,-156.668333,
PI-2006-1057389,"Whale, humpback",novaeangliae,HI,2006-03-09,0,20.7833,-156.498056,
PI-2006-1057391,"Whale, humpback",novaeangliae,HI,2006-03-15,0,20.75889,-156.6361,
PI-2006-1057393,"Whale, humpback",novaeangliae,HI,2006-03-25,0,20.8713,-156.718,
PI-2006-1069515,"Whale, humpback",novaeangliae,HI,2006-11-13,762,19.3823,-155.5948,
PI-2006-1069525,"Whale, humpback",novaeangliae,HI,2006-12-30,360,19.818717,-155.998317,
PI-2007-1069527,"Whale, humpback",novaeangliae,HI,2007-01-11,504,20.759122,-156.457228,
PI-2007-1069531,"Whale, humpback",novaeangliae,HI,2007-02-13,0,20.8075,-156.652222,
PI-2007-1069535,"Whale, humpback",novaeangliae,HI,2007-03-08,420,20.617167,-156.458833,
PI-2007-1069543,"Whale, humpback",novaeangliae,HI,2007-04-13,144,20.5012,-156.4704,
PI-2008-1074301,"Whale, humpback",novaeangliae,HI,2008-02-25,156,20,156,
PI-2008-1075181,"Whale, humpback",novaeangliae,HI,2008-03-04,0,20.19611,-156.0375,
PI-2008-1076251,"Whale, humpback",novaeangliae,HI,2008-01-10,0,19.5611,-155.543,
PI-2008-1133391,"Whale, humpback",novaeangliae,HI,2008-01-02,0,20.863667,-156.685,
PI-2008-1133392,"Whale, humpback",novaeangliae,HI,2008-01-26,0,20.866667,-156.733333,
PI-2008-1133393,"Whale, humpback",novaeangliae,HI,2008-02-10,0,20.755,-156.443333,
PI-2008-1133396,"Whale, killer",orca,HI,2008-10-21,216,21.872869,-159.453803,
PI-2008-1133398,"Whale, humpback",novaeangliae,HI,2008-12-13,0,20.779167,-156.569833,
PI-2008-1133400,"Whale, humpback",novaeangliae,HI,2008-12-24,0,21.986833,-159.773333,
PI-2008-1242998,"Whale, sperm",macrocephalus,HI,2008-06-29,0,21,157,
PI-2009-1133217,"Whale, humpback",novaeangliae,HI,2009-01-12,0,20.633333,-156.466667,
PI-2009-1133218,"Whale, humpback",novaeangliae,HI,2009-01-13,0,21.6,-157.883333,
PI-2009-1133219,"Whale, humpback",novaeangliae,HI,2009-01-19,0,20.9,-156.85,
PI-2009-1133220,"Whale, humpback",novaeangliae,HI,2009-02-07,0,20.766667,-156.516667,
PI-2009-1133221,"Whale, humpback",novaeangliae,HI,2009-02-05,0,20.766667,-156.75,
PI-2009-1133222,"Whale, humpback",novaeangliae,HI,2009-02-09,0,20.733333,-156.783333,
PI-2009-1133223,"Whale, humpback",novaeangliae,HI,2009-02-09,204,21.966667,-159.75,
PI-2009-1133225,"Whale, humpback",novaeangliae,HI,2009-02-21,0,20.766667,-156.75,
PI-2009-1133226,"Whale, humpback",novaeangliae,HI,2009-02-20,0,19.916667,-155.866667,
PI-2009-1133227,"Whale, humpback",novaeangliae,HI,2009-02-27,0,20.4818,-156.2004,
PI-2009-1133229,"Whale, humpback",novaeangliae,HI,2009-03-01,0,20.833333,-156.666667,
PI-2009-1133230,"Whale, humpback",novaeangliae,HI,2009-03-11,0,19.666667,-156.033333,
PI-2009-1133289,"Whale, humpback",novaeangliae,HI,2009-03-13,132,20.768239,-156.531811,
PI-2009-1133290,"Whale, humpback",novaeangliae,HI,2009-03-22,0,19.966667,-155.833333,
PI-2009-1133291,"Whale, humpback",novaeangliae,HI,2009-03-23,0,20.816667,-156.466667,
PI-2009-1133293,"Whale, humpback",novaeangliae,HI,2009-03-27,0,20.875,-156.766667,
PI-2009-1133302,"Whale, sperm",macrocephalus,HI,2009-05-29,480,20.583333,-156.308333,
PI-2009-1133383,"Whale, humpback",novaeangliae,HI,2009-12-01,0,20.8431,-156.653,
